Patch,project,bug,test,seed,total test,failing test,time,failures,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,3,1699,0,0.178,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,4,1700,0,0.198,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,5,1573,0,0.182,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,6,1586,0,0.147,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,7,1790,0,0.216,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,8,1902,0,0.228,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,9,1892,0,0.242,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,10,1899,0,0.223,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,11,1666,0,0.172,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,12,1886,0,0.258,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,13,1663,0,0.31,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,14,1578,0,0.171,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,15,2108,0,0.282,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,16,1728,0,0.235,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,17,1630,0,0.149,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,18,1533,0,0.311,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,19,1887,0,0.265,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,20,1878,0,0.224,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,21,1637,0,0.162,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,22,1906,0,0.256,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,23,1750,0,0.242,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,24,1618,0,0.197,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,25,1526,0,0.237,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,26,1704,0,0.152,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,27,1736,0,0.282,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,28,1717,0,0.284,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,29,1723,0,0.244,,,,,,,,,,
patch1-Lang-33-ssFix.patch,Lang,33,DRR_Randoop,30,1864,0,0.214,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,7,356,1,0.125,"1) test263(org.apache.commons.lang3.ArrayUtils_ESTest)	at org.apache.commons.lang3.ArrayUtils_ESTest.test263(ArrayUtils_ESTest.java:1988)",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,25,346,1,0.125,"1) test331(org.apache.commons.lang3.ArrayUtils_ESTest)	at org.apache.commons.lang3.ArrayUtils_ESTest.test331(ArrayUtils_ESTest.java:2489)",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,26,353,1,0.131,"1) test339(org.apache.commons.lang3.ArrayUtils_ESTest)	at org.apache.commons.lang3.ArrayUtils_ESTest.test339(ArrayUtils_ESTest.java:2561)",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,21,351,1,0.138,"1) test340(org.apache.commons.lang3.ArrayUtils_ESTest)	at org.apache.commons.lang3.ArrayUtils_ESTest.test340(ArrayUtils_ESTest.java:2574)",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,5,357,1,0.132,"1) test341(org.apache.commons.lang3.ArrayUtils_ESTest)	at org.apache.commons.lang3.ArrayUtils_ESTest.test341(ArrayUtils_ESTest.java:2557)",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,20,354,1,0.127,"1) test341(org.apache.commons.lang3.ArrayUtils_ESTest)	at org.apache.commons.lang3.ArrayUtils_ESTest.test341(ArrayUtils_ESTest.java:2571)",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,12,352,1,0.125,"1) test341(org.apache.commons.lang3.ArrayUtils_ESTest)	at org.apache.commons.lang3.ArrayUtils_ESTest.test341(ArrayUtils_ESTest.java:2577)",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,18,357,1,0.125,"1) test345(org.apache.commons.lang3.ArrayUtils_ESTest)	at org.apache.commons.lang3.ArrayUtils_ESTest.test345(ArrayUtils_ESTest.java:2593)",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,8,356,1,0.13,"1) test346(org.apache.commons.lang3.ArrayUtils_ESTest)	at org.apache.commons.lang3.ArrayUtils_ESTest.test346(ArrayUtils_ESTest.java:2600)",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,29,358,1,0.126,"1) test347(org.apache.commons.lang3.ArrayUtils_ESTest)	at org.apache.commons.lang3.ArrayUtils_ESTest.test347(ArrayUtils_ESTest.java:2606)",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,22,357,1,0.126,"1) test347(org.apache.commons.lang3.ArrayUtils_ESTest)	at org.apache.commons.lang3.ArrayUtils_ESTest.test347(ArrayUtils_ESTest.java:2623)",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,0,356,1,0.126,"1) test348(org.apache.commons.lang3.ArrayUtils_ESTest)	at org.apache.commons.lang3.ArrayUtils_ESTest.test348(ArrayUtils_ESTest.java:2621)",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,9,1588,6,0.121,"1)test009(RegressionTest1)^	^2)test052(RegressionTest1)^	^3)test469(RegressionTest1)^	^4)test473(RegressionTest1)^	^5)test330(RegressionTest0)^	^6)test125(RegressionTest2)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,21,1365,73,0.113,"1)test015(RegressionTest1)^	^2)test016(RegressionTest1)^	^3)test020(RegressionTest1)^	^4)test031(RegressionTest1)^	^5)test126(RegressionTest1)^	^6)test144(RegressionTest1)^	^7)test145(RegressionTest1)^	^8)test178(RegressionTest1)^	^9)test189(RegressionTest1)^	^10)test215(RegressionTest1)^	^11)test221(RegressionTest1)^	^12)test245(RegressionTest1)^	^13)test283(RegressionTest1)^	^14)test284(RegressionTest1)^	^15)test308(RegressionTest1)^	^16)test309(RegressionTest1)^	^17)test349(RegressionTest1)^	^18)test363(RegressionTest1)^	^19)test383(RegressionTest1)^	^20)test406(RegressionTest1)^	^21)test416(RegressionTest1)^	^22)test422(RegressionTest1)^	^23)test431(RegressionTest1)^	^24)test438(RegressionTest1)^	^25)test454(RegressionTest1)^	^26)test457(RegressionTest1)^	^27)test489(RegressionTest1)^	^28)test034(RegressionTest0)^	^29)test047(RegressionTest0)^	^30)test059(RegressionTest0)^	^31)test098(RegressionTest0)^	^32)test104(RegressionTest0)^	^33)test136(RegressionTest0)^	^34)test168(RegressionTest0)^	^35)test175(RegressionTest0)^	^36)test210(RegressionTest0)^	^37)test223(RegressionTest0)^	^38)test231(RegressionTest0)^	^39)test234(RegressionTest0)^	^40)test266(RegressionTest0)^	^41)test275(RegressionTest0)^	^42)test321(RegressionTest0)^	^43)test322(RegressionTest0)^	^44)test331(RegressionTest0)^	^45)test341(RegressionTest0)^	^46)test349(RegressionTest0)^	^47)test359(RegressionTest0)^	^48)test386(RegressionTest0)^	^49)test411(RegressionTest0)^	^50)test419(RegressionTest0)^	^51)test477(RegressionTest0)^	^52)test482(RegressionTest0)^	^53)test483(RegressionTest0)^	^54)test486(RegressionTest0)^	^55)test495(RegressionTest0)^	^56)test001(RegressionTest2)^	^57)test006(RegressionTest2)^	^58)test019(RegressionTest2)^	^59)test050(RegressionTest2)^	^60)test063(RegressionTest2)^	^61)test084(RegressionTest2)^	^62)test094(RegressionTest2)^	^63)test109(RegressionTest2)^	^64)test117(RegressionTest2)^	^65)test130(RegressionTest2)^	^66)test160(RegressionTest2)^	^67)test188(RegressionTest2)^	^68)test208(RegressionTest2)^	^69)test218(RegressionTest2)^	^70)test251(RegressionTest2)^	^71)test277(RegressionTest2)^	^72)test281(RegressionTest2)^	^73)test289(RegressionTest2)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,22,1508,2,0.12,"1)test017(RegressionTest2)^	^2)test238(RegressionTest2)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,1,1247,12,0.111,"1)test025(RegressionTest1)^	^2)test307(RegressionTest1)^	^3)test326(RegressionTest1)^	^4)test171(RegressionTest0)^	^5)test173(RegressionTest0)^	^6)test191(RegressionTest0)^	^7)test233(RegressionTest0)^	^8)test238(RegressionTest0)^	^9)test391(RegressionTest0)^	^10)test467(RegressionTest0)^	^11)test089(RegressionTest2)^	^12)test230(RegressionTest2)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,13,1432,1,0.11,"1)test033(RegressionTest1)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,5,1534,3,0.119,"1)test040(RegressionTest1)^	^2)test431(RegressionTest1)^	^3)test168(RegressionTest0)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,27,1628,2,0.125,"1)test041(RegressionTest0)^	^2)test408(RegressionTest0)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,30,1717,1,0.141,"1)test095(RegressionTest3)^	^","java.lang.AssertionError: '15.104412573075518' != '15.104412573075516'^	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)^",,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,23,1404,5,0.107,"1)test144(RegressionTest1)^	^2)test335(RegressionTest0)^	^3)test041(RegressionTest2)^	^4)test164(RegressionTest2)^	^5)test302(RegressionTest2)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,8,1450,4,0.11,"1)test188(RegressionTest0)^	^2)test338(RegressionTest0)^	^3)test250(RegressionTest2)^	^4)test335(RegressionTest2)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,12,1379,6,0.107,"1)test209(RegressionTest1)^	^2)test429(RegressionTest1)^	^3)test444(RegressionTest1)^	^4)test239(RegressionTest0)^	^5)test143(RegressionTest2)^	^6)test279(RegressionTest2)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,3,1249,4,0.102,"1)test224(RegressionTest1)^	^2)test263(RegressionTest1)^	^3)test035(RegressionTest0)^	^4)test081(RegressionTest0)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,20,1550,1,0.124,"1)test247(RegressionTest2)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,26,1273,1,0.109,"1)test258(RegressionTest1)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,18,1413,4,0.108,"1)test274(RegressionTest0)^	^2)test019(RegressionTest2)^	^3)test223(RegressionTest2)^	^4)test239(RegressionTest2)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,16,1416,1,0.118,"1)test286(RegressionTest2)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,6,1139,2,0.097,"1)test298(RegressionTest1)^	^2)test475(RegressionTest0)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,7,1426,8,0.114,"1)test334(RegressionTest1)^	^2)test379(RegressionTest0)^	^3)test465(RegressionTest0)^	^4)test474(RegressionTest0)^	^5)test175(RegressionTest2)^	^6)test245(RegressionTest2)^	^7)test293(RegressionTest2)^	^8)test346(RegressionTest2)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,14,1511,1,0.121,"1)test341(RegressionTest2)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,25,1311,1,0.113,"1)test419(RegressionTest0)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,2,1371,2,0.146,"1)test457(RegressionTest1)^	^2)test164(RegressionTest2)^	^",,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,1,354,0,0.124,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,2,352,0,0.125,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,3,356,0,0.13,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,4,352,0,0.125,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,6,355,0,0.121,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,9,354,0,0.123,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,10,357,0,0.125,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,11,355,0,0.127,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,13,352,0,0.125,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,14,348,0,0.128,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,15,355,0,0.122,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,16,349,0,0.122,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,17,360,0,0.127,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,19,362,0,0.145,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,23,350,0,0.124,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,24,354,0,0.122,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,27,359,0,0.122,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Evosuite,28,354,0,0.123,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,4,1266,0,0.109,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,10,1503,0,0.124,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,11,1213,0,0.101,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,15,1339,0,0.109,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,17,1413,0,0.112,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,19,1410,0,0.107,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,24,1373,0,0.105,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,28,1578,0,0.12,,,,,,,,,,
patch1-Lang-35-ACS.patch,Lang,35,DRR_Randoop,29,1320,0,0.11,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,0,356,0,0.126,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,1,354,0,0.125,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,2,352,0,0.125,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,3,356,0,0.126,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,4,352,0,0.125,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,5,357,0,0.126,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,6,355,0,0.128,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,7,356,0,0.129,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,8,356,0,0.124,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,9,354,0,0.135,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,10,357,0,0.135,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,11,355,0,0.145,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,12,352,0,0.128,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,13,352,0,0.141,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,14,348,0,0.127,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,15,355,0,0.124,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,16,349,0,0.125,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,17,360,0,0.133,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,18,357,0,0.122,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,19,362,0,0.124,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,20,354,0,0.129,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,21,351,0,0.124,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,22,357,0,0.148,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,23,350,0,0.145,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,24,354,0,0.124,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,25,346,0,0.125,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,26,353,0,0.122,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,27,359,0,0.127,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,28,354,0,0.128,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Evosuite,29,358,0,0.124,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,1,1247,0,0.103,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,2,1371,0,0.127,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,3,1249,0,0.103,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,4,1266,0,0.104,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,5,1534,0,0.115,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,6,1139,0,0.093,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,7,1426,0,0.115,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,8,1450,0,0.117,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,9,1588,0,0.13,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,10,1503,0,0.124,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,11,1213,0,0.12,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,12,1379,0,0.108,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,13,1432,0,0.111,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,14,1511,0,0.119,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,15,1339,0,0.108,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,16,1416,0,0.11,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,17,1413,0,0.109,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,18,1413,0,0.109,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,19,1410,0,0.114,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,20,1550,0,0.119,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,21,1365,0,0.109,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,22,1508,0,0.121,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,23,1404,0,0.114,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,24,1373,0,0.1,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,25,1311,0,0.112,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,26,1273,0,0.102,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,27,1628,0,0.125,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,28,1578,0,0.119,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,29,1320,0,0.108,,,,,,,,,,
patch1-Lang-35-Arja.patch,Lang,35,DRR_Randoop,30,1717,0,0.143,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,22,56,0,0.483,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,0,61,0,0.193,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,1,58,0,0.483,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,2,56,0,0.172,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,3,53,0,0.452,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,4,61,0,0.444,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,5,59,0,0.456,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,6,61,0,0.442,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,7,65,0,0.444,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,8,62,0,0.453,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,9,53,0,0.106,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,10,63,0,0.462,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,11,53,0,0.479,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,12,60,0,0.431,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,13,38,0,0.427,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,14,57,0,0.445,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,15,55,0,0.521,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,16,61,0,0.426,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,17,53,0,0.511,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,18,56,0,0.435,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,19,61,0,0.454,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,20,56,0,0.356,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,21,59,0,0.541,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,23,52,0,0.45,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,24,54,0,0.461,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,25,54,0,0.5,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,26,55,0,0.515,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,27,56,0,0.574,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,28,55,0,0.484,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Evosuite,29,57,0,0.123,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,1,1705,0,0.272,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,2,1703,0,0.262,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,3,1659,0,0.215,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,4,1962,0,0.246,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,5,1516,0,0.202,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,6,1819,0,0.3,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,7,2375,0,0.266,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,8,2258,0,0.262,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,9,2044,0,0.314,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,10,2085,0,0.305,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,11,2028,0,0.328,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,12,2292,0,0.273,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,13,2059,0,0.274,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,14,1690,0,0.255,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,15,1776,0,0.221,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,16,1726,0,0.247,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,17,1715,0,0.243,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,18,2051,0,0.292,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,19,2070,0,0.332,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,20,1791,0,0.224,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,21,1967,0,0.224,,,,,,,,,,
patch1-Lang-38-Jaid.patch,Lang,38,DRR_Randoop,22,1826,0,0.247,,,,,,,,,,
