patch3-Time-4-Arja-plausible.patch,0,No-tests,2
patch4-Time-4-Arja-plausible.patch,0,No-tests,2
patch5-Time-4-Arja-plausible.patch,0,No-tests,2
patch6-Time-4-Arja-plausible.patch,0,No-tests,2
patch7-Time-4-Arja-plausible.patch,0,No-tests,2
patch2-Time-11-Arja-plausible.patch,No-tests,No-tests,2
patch3-Time-11-Arja-plausible.patch,No-tests,No-tests,2
patch5-Time-11-Arja-plausible.patch,No-tests,No-tests,2
patch6-Time-11-Arja-plausible.patch,No-tests,No-tests,2
patch1-Chart-8-CapGen-plausible.patch,No-tests,807,No-tests
patch2-Chart-8-CapGen-plausible.patch,No-tests,807,No-tests
patch3-Chart-8-CapGen-plausible.patch,No-tests,612,No-tests
patch4-Chart-8-CapGen-plausible.patch,No-tests,612,No-tests
patch5-Chart-8-CapGen-plausible.patch,No-tests,612,No-tests
patch1-Lang-43-CapGen-plausible.patch,1,0,No-tests
patch1-Lang-59-CapGen-plausible.patch,46,No-tests,No-tests
patch2-Lang-59-CapGen-plausible.patch,46,No-tests,No-tests
patch3-Lang-59-CapGen-plausible.patch,3,No-tests,No-tests
patch4-Lang-59-CapGen-plausible.patch,3,No-tests,No-tests
patch5-Lang-59-CapGen-plausible.patch,4,No-tests,No-tests
patch6-Lang-59-CapGen-plausible.patch,3,No-tests,No-tests
patch7-Lang-59-CapGen-plausible.patch,3,No-tests,No-tests
patch8-Lang-59-CapGen-plausible.patch,45,No-tests,No-tests
patch9-Lang-59-CapGen-plausible.patch,45,No-tests,No-tests
patch10-Lang-59-CapGen-plausible.patch,3,No-tests,No-tests
patch11-Lang-59-CapGen-plausible.patch,4,No-tests,No-tests
patch12-Lang-59-CapGen-plausible.patch,3,No-tests,No-tests
patch13-Lang-59-CapGen-plausible.patch,3,No-tests,No-tests
patch1-Math-5-CapGen-plausible.patch,287,104,No-tests
patch2-Math-5-CapGen-plausible.patch,287,104,No-tests
patch3-Math-5-CapGen-plausible.patch,287,104,No-tests
patch3-Math-63-CapGen-plausible.patch,0,46,No-tests
patch1-Math-80-CapGen-plausible.patch,3,0,0
patch1-Math-80-CapGen-plausible.patch,3,0,0
patch2-Math-80-CapGen-plausible.patch,3,0,0
patch3-Math-80-CapGen-plausible.patch,3,0,0
patch4-Math-80-CapGen-plausible.patch,3,0,0
patch5-Math-80-CapGen-plausible.patch,3,0,0
patch6-Math-80-CapGen-plausible.patch,3,0,0
patch7-Math-80-CapGen-plausible.patch,3,0,0
patch8-Math-80-CapGen-plausible.patch,2,0,0
patch9-Math-80-CapGen-plausible.patch,3,0,0
patch10-Math-80-CapGen-plausible.patch,3,0,0
patch1-Math-85-CapGen-plausible.patch,0,688,13
patch2-Math-85-CapGen-plausible.patch,0,794,14
patch3-Math-85-CapGen-plausible.patch,9,0,0
patch1-Chart-3-Elixir-plausible.patch,3,9,1
patch1-Chart-13-Elixir-plausible.patch,1,0,0
patch1-Chart-17-Elixir-plausible.patch,0,33,No-tests
patch1-Lang-39-Elixir-plausible.patch,No-tests,No-tests,No-tests
patch1-Lang-58-Elixir-plausible.patch,0,0,5
patch1-Math-2-Elixir-plausible.patch,0,25,0
patch1-Math-20-Elixir-plausible.patch,2,0,No-tests
patch1-Math-32-Elixir-plausible.patch,21,0,No-tests
patch1-Math-73-Elixir-plausible.patch,9,0,No-tests
patch1-Math-80-Elixir-plausible.patch,3,0,0
patch1-Math-104-Elixir-plausible.patch,0,1396,No-tests
patch1-Time-11-Elixir-plausible.patch,No-tests,No-tests,0
patch1-Chart-1-Jaid-plausible.patch,1,9,0
patch2-Chart-1-Jaid-plausible.patch,1,9,0
patch3-Chart-1-Jaid-plausible.patch,1,9,0
patch1-Closure-33-Jaid-plausible.patch,0,1,No-tests
patch2-Closure-33-Jaid-plausible.patch,0,1,No-tests
patch3-Lang-51-Jaid-plausible.patch,4,0,0
patch1-Lang-55-Jaid-plausible.patch,1,No-tests,0
patch2-Lang-55-Jaid-plausible.patch,1,No-tests,0
patch3-Lang-55-Jaid-plausible.patch,1,No-tests,0
patch1-Lang-61-Jaid-plausible.patch,3,No-tests,No-tests
patch2-Lang-61-Jaid-plausible.patch,3,No-tests,No-tests
patch1-Math-32-Jaid-plausible.patch,7,913,No-tests
patch1-Math-50-Jaid-plausible.patch,0,0,0
patch2-Math-50-Jaid-plausible.patch,107,0,115
patch3-Math-50-Jaid-plausible.patch,0,0,10
patch1-Math-53-Jaid-plausible.patch,0,10,0
patch2-Math-53-Jaid-plausible.patch,0,0,20
patch3-Math-53-Jaid-plausible.patch,0,0,20
patch1-Math-80-Jaid-plausible.patch,3,0,0
patch2-Math-80-Jaid-plausible.patch,3,0,0
patch3-Math-80-Jaid-plausible.patch,3,0,0
patch1-Math-85-Jaid-plausible.patch,18,0,0
patch2-Math-85-Jaid-plausible.patch,18,0,0
patch3-Math-85-Jaid-plausible.patch,18,0,0
patch4-Math-85-Jaid-plausible.patch,9,0,0
patch1-Chart-15-JGenProg2015-plausible.patch,13,1129,0
patch1-Math-2-JGenProg2015-plausible.patch,0,24,0
patch1-Math-49-JGenProg2015-plausible.patch,28,71,136
patch1-Time-4-JGenProg2015-plausible.patch,0,No-tests,2
patch1-Chart-26-Nopol2015-plausible.patch,0,1,No-tests
patch1-Lang-39-Nopol2015-plausible.patch,No-tests,No-tests,No-tests
patch1-Lang-51-Nopol2015-plausible.patch,0,0,0
patch1-Math-49-Nopol2015-plausible.patch,6,97,67
patch1-Math-58-Nopol2015-plausible.patch,0,41,0
patch1-Math-82-Nopol2015-plausible.patch,1,0,0
patch1-Math-85-Nopol2015-plausible.patch,0,5,0
patch1-Time-11-Nopol2015-plausible.patch,No-tests,No-tests,0
patch1-Chart-1-ssFix-plausible.patch,1,9,0
patch1-Math-20-ssFix-plausible.patch,4,No-tests,0
patch1-Math-8-ssFix-plausible.patch,1,No-tests,5
patch1-Chart-1-SketchFix-plausible.patch,1,9,0
patch2-Chart-1-SketchFix-plausible.patch,1,9,0
patch1-Math-33-SketchFix-plausible.patch,0,No-tests,1
patch2-Math-33-SketchFix-plausible.patch,0,No-tests,1
patch2-Math-70-SketchFix-plausible.patch,3,No-tests,12
patch2-Math-70-SketchFix-plausible.patch,3,No-tests,12
patch3-Math-70-SketchFix-plausible.patch,4,No-tests,12
patch3-Math-82-SketchFix-plausible.patch,1,No-tests,0
patch1-Chart-14-SimFix-plausible.patch,29,5609,No-tests
patch1-Chart-18-SimFix-plausible.patch,20,4461,No-tests
patch1-Lang-63-SimFix-plausible.patch,3,No-tests,1
patch1-Math-1-SimFix-plausible.patch,10,56,No-tests
patch1-Math-6-SimFix-plausible.patch,31,103,No-tests
patch1-Math-72-SimFix-plausible.patch,0,1304,No-tests
patch1-Math-73-SimFix-plausible.patch,10,0,No-tests
patch1-Math-8-SimFix-plausible.patch,1,0,5
patch1-Math-80-SimFix-plausible.patch,3,0,0
patch1-Math-81-SimFix-plausible.patch,12,0,11
patch1-Math-85-SimFix-plausible.patch,0,688,13
patch1-Math-88-SimFix-plausible.patch,0,0,11
patch1-Lang-6-HDRepair-plausible.patch,24,2613,No-tests
patch1-Math-50-HDRepair-plausible.patch,0,0,4
patch1-Math-53-HDRepair-plausible.patch,16,330,0
patch1-Math-85-HDRepair-plausible.patch,2,4,1
