Patch_Name,Project,Bug,RGT,Seed,#Total_Test,#Failing_Test,#Time,Failure,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,6,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,7,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,8,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,9,0,0,0.003,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,10,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,11,0,0,0.003,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,12,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,13,0,0,0.004,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,14,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,15,0,0,0.003,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,16,0,0,0.003,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,17,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,18,0,0,0.003,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,19,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,20,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,21,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,22,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,23,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,24,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,25,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,26,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,27,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,28,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,29,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,30,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,1,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,2,0,0,0.003,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,3,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,4,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,5,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,6,0,0,0.003,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,7,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,8,0,0,0.001,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,9,0,0,0.003,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,10,0,0,0.004,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,11,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,12,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,13,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,14,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,15,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,16,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,17,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,18,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,19,0,0,0.003,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,20,0,0,0.003,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,21,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,22,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,23,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,24,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,25,0,0,0.003,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,26,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,27,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,28,0,0,0.002,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,29,0,0,0.003,,
patch1-Math-39-Arja.patch,Math,39,Randoop_2019,30,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,1,0,0,0.004,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,2,0,0,0.003,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,3,0,0,0.003,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,4,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,5,0,0,0.001,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,6,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,7,0,0,0.003,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,8,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,9,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,10,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,11,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,12,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,13,0,0,0.003,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,14,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,15,0,0,0.003,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,16,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,17,0,0,0.003,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,18,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,19,0,0,0.003,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,20,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,21,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,22,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,23,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,24,0,0,0.003,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,25,0,0,0.003,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,26,0,0,0.004,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,27,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,28,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,29,0,0,0.002,,
patch1-Math-5-ACS.patch,Math,5,Randoop_2019,30,0,0,0.002,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,1,0,0,0.003,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,2,0,0,0.003,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,3,0,0,0.002,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,4,0,0,0.002,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,5,0,0,0.002,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,6,0,0,0.002,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,7,0,0,0.003,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,8,0,0,0.004,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,9,0,0,0.005,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,10,0,0,0.002,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,11,0,0,0.003,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,12,0,0,0.002,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,13,0,0,0.002,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,14,0,0,0.004,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,15,0,0,0.002,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,16,0,0,0.002,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,17,0,0,0.002,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,18,0,0,0.001,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,19,0,0,0.002,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,20,0,0,0.002,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,21,0,0,0.002,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,22,0,0,0.002,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,23,0,0,0.003,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,24,0,0,0.003,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,25,0,0,0.002,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,26,0,0,0.003,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,27,0,0,0.005,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,28,0,0,0.003,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,29,0,0,0.002,,
patch1-Math-5-Jaid.patch,Math,5,Randoop_2019,30,0,0,0.003,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,1,0,0,0.004,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,2,0,0,0.003,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,3,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,4,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,5,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,6,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,7,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,8,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,9,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,10,0,0,0.003,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,11,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,12,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,13,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,14,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,15,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,16,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,17,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,18,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,19,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,20,0,0,0.003,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,21,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,22,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,23,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,24,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,25,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,26,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,27,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,28,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,29,0,0,0.002,,
patch1-Math-5-SequenceR.patch,Math,5,Randoop_2019,30,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,1,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,2,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,3,0,0,0.001,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,4,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,5,0,0,0.001,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,6,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,7,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,8,0,0,0.003,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,9,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,10,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,11,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,12,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,13,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,14,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,15,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,16,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,17,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,18,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,19,0,0,0.003,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,20,0,0,0.003,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,21,0,0,0,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,22,0,0,0.003,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,23,0,0,0.003,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,24,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,25,0,0,0.003,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,26,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,27,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,28,0,0,0.004,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,29,0,0,0.002,,
patch1-Math-50-Jaid.patch,Math,50,Randoop_2019,30,0,0,0.003,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,1,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,2,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,3,0,0,0.003,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,4,0,0,0.003,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,5,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,6,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,7,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,8,0,0,0.003,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,9,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,10,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,11,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,12,0,0,0.003,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,13,0,0,0.003,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,14,0,0,0.003,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,15,0,0,0.001,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,16,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,17,0,0,0.003,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,18,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,19,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,20,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,21,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,22,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,23,0,0,0.003,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,24,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,25,0,0,0.003,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,26,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,27,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,28,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,29,0,0,0.002,,
patch1-Math-50-SimFix.patch,Math,50,Randoop_2019,30,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,1,0,0,0.003,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,2,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,3,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,4,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,5,0,0,0.003,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,6,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,7,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,8,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,9,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,10,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,11,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,12,0,0,0.003,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,13,0,0,0.003,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,14,0,0,0.003,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,15,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,16,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,17,0,0,0.003,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,18,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,19,0,0,0.003,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,20,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,21,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,22,0,0,0.003,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,23,0,0,0.003,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,24,0,0,0.001,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,25,0,0,0.003,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,26,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,27,0,0,0.003,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,28,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,29,0,0,0.002,,
patch1-Math-50-ssFix.patch,Math,50,Randoop_2019,30,0,0,0.002,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,1,0,0,0.003,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,2,0,0,0.003,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,3,0,0,0.002,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,4,0,0,0.002,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,5,0,0,0.002,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,6,0,0,0.004,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,7,0,0,0.002,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,8,0,0,0.002,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,9,0,0,0.002,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,10,0,0,0.002,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,11,0,0,0.002,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,12,0,0,0.003,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,13,0,0,0.004,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,14,0,0,0.002,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,15,0,0,0.002,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,16,0,0,0.005,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,17,0,0,0.003,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,18,0,0,0.001,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,19,0,0,0.001,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,20,0,0,0,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,21,0,0,0.002,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,22,0,0,0.002,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,23,0,0,0,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,24,0,0,0.003,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,25,0,0,0.002,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,26,0,0,0.002,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,27,0,0,0.003,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,28,0,0,0.003,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,29,0,0,0.002,,
patch1-Math-53-Arja.patch,Math,53,Randoop_2019,30,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,1,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,2,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,3,0,0,0.003,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,4,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,5,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,6,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,7,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,8,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,9,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,10,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,11,0,0,0.003,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,12,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,13,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,14,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,15,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,16,0,0,0.003,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,17,0,0,0.003,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,18,0,0,0.003,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,19,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,20,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,21,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,22,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,23,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,24,0,0,0.003,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,25,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,26,0,0,0.003,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,27,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,28,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,29,0,0,0.002,,
patch1-Math-53-Jaid.patch,Math,53,Randoop_2019,30,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,1,0,0,0.001,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,2,0,0,0.001,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,3,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,4,0,0,0.003,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,5,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,6,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,7,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,8,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,9,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,10,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,11,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,12,0,0,0.001,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,13,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,14,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,15,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,16,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,17,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,18,0,0,0.003,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,19,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,20,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,21,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,22,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,23,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,24,0,0,0.001,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,25,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,26,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,27,0,0,0.003,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,28,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,29,0,0,0.002,,
patch1-Math-58-Arja.patch,Math,58,Randoop_2019,30,0,0,0.002,,
patch1-Math-63-SimFix.patch,Math,63,Randoop_2019,1,0,0,0.002,,
patch1-Math-63-SimFix.patch,Math,63,Randoop_2019,2,0,0,0.003,,
patch1-Math-63-SimFix.patch,Math,63,Randoop_2019,3,0,0,0.002,,
patch1-Math-63-SimFix.patch,Math,63,Randoop_2019,4,0,0,0.002,,
patch1-Math-63-SimFix.patch,Math,63,Randoop_2019,5,0,0,0.002,,
patch1-Math-63-SimFix.patch,Math,63,Randoop_2019,6,0,0,0.003,,
patch1-Math-63-SimFix.patch,Math,63,Randoop_2019,7,0,0,0.002,,
patch1-Math-63-SimFix.patch,Math,63,Randoop_2019,8,0,0,0.003,,
patch1-Math-63-SimFix.patch,Math,63,Randoop_2019,9,0,0,0.002,,
