Patch_Name,Project,Bug,RGT,Seed,#Total_Test,#Failing_Test,#Time,Failure,
patch1-Chart-3-Arja.patch,Chart,3,Randoop_2019,30,0,0,0.003,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,1,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,2,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,3,0,0,0.003,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,4,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,5,0,0,0.004,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,6,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,7,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,8,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,9,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,10,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,11,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,12,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,13,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,14,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,15,0,0,0.003,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,16,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,17,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,18,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,19,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,20,0,0,0.003,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,21,0,0,0.003,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,22,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,23,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,24,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,25,0,0,0.003,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,26,0,0,0.003,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,27,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,28,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,29,0,0,0.002,,
patch1-Chart-9-Jaid.patch,Chart,9,Randoop_2019,30,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,1,0,0,0.003,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,2,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,3,0,0,0.004,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,4,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,5,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,6,0,0,0.001,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,7,0,0,0.001,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,8,0,0,0.003,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,9,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,10,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,11,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,12,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,13,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,14,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,15,0,0,0.003,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,16,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,17,0,0,0,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,18,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,19,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,20,0,0,0.003,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,21,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,22,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,23,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,24,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,25,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,26,0,0,0.002,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,27,0,0,0.004,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,28,0,0,0.003,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,29,0,0,0.005,,
patch1-Closure-126-SketchFix.patch,Closure,126,Randoop_2019,30,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,1,0,0,0.003,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,2,0,0,0.001,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,3,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,4,0,0,0.003,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,5,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,6,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,7,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,8,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,9,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,10,0,0,0.001,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,11,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,12,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,13,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,14,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,15,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,16,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,17,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,18,0,0,0.003,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,19,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,20,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,21,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,22,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,23,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,24,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,25,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,26,0,0,0.003,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,27,0,0,0.002,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,28,0,0,0.003,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,29,0,0,0.001,,
patch1-Closure-18-Jaid.patch,Closure,18,Randoop_2019,30,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Evosuite_2019,19,0,0,0.003,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,1,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,2,0,0,0.003,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,3,0,0,0.003,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,4,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,5,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,6,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,7,0,0,0.003,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,8,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,9,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,10,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,11,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,12,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,13,0,0,0.003,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,14,0,0,0.003,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,15,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,16,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,17,0,0,0.003,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,18,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,19,0,0,0.003,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,20,0,0,0.003,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,21,0,0,0.003,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,22,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,23,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,24,0,0,0.003,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,25,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,26,0,0,0.001,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,27,0,0,0.003,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,28,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,29,0,0,0.002,,
patch1-Closure-31-Jaid.patch,Closure,31,Randoop_2019,30,0,0,0.003,,
patch1-Closure-33-Jaid.patch,Closure,33,Randoop_2019,1,0,0,0.003,,
patch1-Closure-33-Jaid.patch,Closure,33,Randoop_2019,2,0,0,0.003,,
patch1-Closure-33-Jaid.patch,Closure,33,Randoop_2019,3,0,0,0.002,,
patch1-Closure-33-Jaid.patch,Closure,33,Randoop_2019,4,0,0,0.002,,
patch1-Closure-33-Jaid.patch,Closure,33,Randoop_2019,5,0,0,0.002,,
patch1-Closure-33-Jaid.patch,Closure,33,Randoop_2019,6,0,0,0.002,,
patch1-Closure-33-Jaid.patch,Closure,33,Randoop_2019,7,0,0,0.002,,
patch1-Closure-33-Jaid.patch,Closure,33,Randoop_2019,8,0,0,0.002,,
patch1-Closure-33-Jaid.patch,Closure,33,Randoop_2019,9,0,0,0.002,,
patch1-Closure-33-Jaid.patch,Closure,33,Randoop_2019,10,0,0,0.003,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,1,0,0,0.003,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,2,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,3,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,4,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,5,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,6,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,7,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,8,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,9,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,10,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,11,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,12,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,13,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,14,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,15,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,16,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,17,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,18,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,19,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,20,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,21,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,22,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,23,0,0,0.002,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,24,0,0,0.001,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,25,0,0,0.003,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,26,0,0,0.003,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,27,0,0,0.003,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,28,0,0,0.003,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,29,0,0,0.003,,
patch1-Closure-40-Jaid.patch,Closure,40,Randoop_2019,30,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,1,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,2,0,0,0.003,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,3,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,4,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,5,0,0,0.001,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,6,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,7,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,8,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,9,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,10,0,0,0.003,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,11,0,0,0.001,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,12,0,0,0.003,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,13,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,14,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,15,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,16,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,17,0,0,0.003,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,18,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,19,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,20,0,0,0.003,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,21,0,0,0.003,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,22,0,0,0.003,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,23,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,24,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,25,0,0,0.003,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,26,0,0,0.001,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,27,0,0,0.003,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,28,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,29,0,0,0.002,,
patch1-Closure-73-SequenceR.patch,Closure,73,Randoop_2019,30,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,1,0,0,0.003,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,2,0,0,0,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,3,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,4,0,0,0.001,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,5,0,0,0.003,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,6,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,7,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,8,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,9,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,10,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,11,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,12,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,13,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,14,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,15,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,16,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,17,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,18,0,0,0.003,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,19,0,0,0.003,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,20,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,21,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,22,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,23,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,24,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,25,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,26,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,27,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,28,0,0,0.002,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,29,0,0,0.003,,
patch1-Lang-16-SimFix.patch,Lang,16,Randoop_2019,30,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,1,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,2,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,3,0,0,0.001,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,4,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,5,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,6,0,0,0.003,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,7,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,8,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,9,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,10,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,11,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,12,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,13,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,14,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,15,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,16,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,17,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,18,0,0,0.003,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,19,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,20,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,21,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,22,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,23,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,24,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,25,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,26,0,0,0.001,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,27,0,0,0.003,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,28,0,0,0.002,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,29,0,0,0.001,,
patch1-Lang-27-SimFix.patch,Lang,27,Randoop_2019,30,0,0,0.002,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,1,0,0,0.004,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,2,0,0,0.005,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,3,0,0,0.005,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,4,0,0,0.005,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,5,0,0,0.002,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,6,0,0,0,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,7,0,0,0.004,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,8,0,0,0.003,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,9,0,0,0.002,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,10,0,0,0.003,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,11,0,0,0.004,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,12,0,0,0.008,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,13,0,0,0.003,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,14,0,0,0.014,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,15,0,0,0.002,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,16,0,0,0.003,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,17,0,0,0.003,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,18,0,0,0.004,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,19,0,0,0.003,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,20,0,0,0.002,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,21,0,0,0.012,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,22,0,0,0.002,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,23,0,0,0.002,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,24,0,0,0.006,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,25,0,0,0.002,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,26,0,0,0.002,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,27,0,0,0.003,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,28,0,0,0.001,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,29,0,0,0.002,,
patch1-Lang-55-Jaid.patch,Lang,55,Randoop_2019,30,0,0,0.001,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,1,0,0,0.003,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,2,0,0,0.003,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,3,0,0,0.003,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,4,0,0,0.003,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,5,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,6,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,7,0,0,0.007,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,8,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,9,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,10,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,11,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,12,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,13,0,0,0.003,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,14,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,15,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,16,0,0,0.003,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,17,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,18,0,0,0.003,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,19,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,20,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,21,0,0,0.003,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,22,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,23,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,24,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,25,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,26,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,27,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,28,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,29,0,0,0.002,,
patch1-Math-2-SOFix.patch,Math,2,Randoop_2019,30,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,1,0,0,0.003,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,2,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,3,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,4,0,0,0.002,,
patch1-Math-32-Jaid.patch,Math,32,Randoop_2019,5,0,0,0.003,,
