patch4-Math-28-Cardumen.patch,0,0,No-tests
patch5-Math-28-Cardumen.patch,0,0,No-tests
patch1-Math-30-Cardumen.patch,0,2,No-tests
patch2-Math-30-Cardumen.patch,0,2,No-tests
patch3-Math-30-Cardumen.patch,0,2,No-tests
patch4-Math-30-Cardumen.patch,0,2,No-tests
patch5-Math-30-Cardumen.patch,0,2,No-tests
patch1-Math-32-Cardumen.patch,0,55,No-tests
patch2-Math-32-Cardumen.patch,0,55,No-tests
patch1-Math-33-Cardumen.patch,0,0,1
patch1-Math-40-Cardumen.patch,7,0,106
patch2-Math-40-Cardumen.patch,8,0,105
patch3-Math-40-Cardumen.patch,7,0,91
patch4-Math-40-Cardumen.patch,8,0,105
patch5-Math-40-Cardumen.patch,6,0,102
patch1-Math-41-Cardumen.patch,6,0,No-tests
patch2-Math-41-Cardumen.patch,5,0,No-tests
patch3-Math-41-Cardumen.patch,6,2316,No-tests
patch4-Math-41-Cardumen.patch,10,21,No-tests
patch1-Math-46-Cardumen.patch,0,0,No-tests
patch2-Math-46-Cardumen.patch,0,0,No-tests
patch3-Math-46-Cardumen.patch,0,0,No-tests
patch4-Math-46-Cardumen.patch,0,0,No-tests
patch5-Math-46-Cardumen.patch,0,0,No-tests
patch1-Math-49-Cardumen.patch,0,0,
patch1-Math-49-Cardumen.patch,57,530,243
patch2-Math-49-Cardumen.patch,0,9,0
patch3-Math-49-Cardumen.patch,57,529,243
patch4-Math-49-Cardumen.patch,57,529,243
patch5-Math-49-Cardumen.patch,0,0,0
patch1-Math-50-Cardumen.patch,0,0,0
patch1-Math-50-Cardumen.patch,1,0,14
patch2-Math-50-Cardumen.patch,26,0,20
patch3-Math-50-Cardumen.patch,4,0,6
patch4-Math-50-Cardumen.patch,0,0,0
patch5-Math-50-Cardumen.patch,0,0,0
patch1-Math-57-Cardumen.patch,0,0,0
patch2-Math-57-Cardumen.patch,0,0,0
patch3-Math-57-Cardumen.patch,0,0,0
patch4-Math-57-Cardumen.patch,0,0,0
patch5-Math-57-Cardumen.patch,0,0,0
patch1-Math-60-Cardumen.patch,0,1,No-tests
patch2-Math-60-Cardumen.patch,0,1,No-tests
patch3-Math-60-Cardumen.patch,0,1,No-tests
patch4-Math-60-Cardumen.patch,0,1,No-tests
patch5-Math-60-Cardumen.patch,0,1,No-tests
patch1-Math-62-Cardumen.patch,0,0,No-tests
patch2-Math-62-Cardumen.patch,0,0,No-tests
patch1-Math-63-Cardumen.patch,0,0,No-tests
patch2-Math-63-Cardumen.patch,0,0,No-tests
patch3-Math-63-Cardumen.patch,0,2,No-tests
patch4-Math-63-Cardumen.patch,0,0,No-tests
patch5-Math-63-Cardumen.patch,0,0,No-tests
patch1-Math-69-Cardumen.patch,1,8,1
patch2-Math-69-Cardumen.patch,1,8,1
patch1-Math-70-Cardumen.patch,0,0,0
patch2-Math-70-Cardumen.patch,1,5,55
patch3-Math-70-Cardumen.patch,1,18,51
patch4-Math-70-Cardumen.patch,1,1,51
patch5-Math-70-Cardumen.patch,1,24,55
patch1-Math-73-Cardumen.patch,9,0,No-tests
patch2-Math-73-Cardumen.patch,9,0,No-tests
patch3-Math-73-Cardumen.patch,9,0,No-tests
patch4-Math-73-Cardumen.patch,9,0,No-tests
patch5-Math-73-Cardumen.patch,9,0,No-tests
patch1-Math-74-Cardumen.patch,0,0,No-tests
patch2-Math-74-Cardumen.patch,0,0,No-tests
patch1-Math-78-Cardumen.patch,0,0,84
patch2-Math-78-Cardumen.patch,0,0,0
patch3-Math-78-Cardumen.patch,0,0,0
patch4-Math-78-Cardumen.patch,0,0,0
patch5-Math-78-Cardumen.patch,0,0,0
patch1-Math-79-Cardumen.patch,0,0,No-tests
patch2-Math-79-Cardumen.patch,0,0,No-tests
patch3-Math-79-Cardumen.patch,0,0,No-tests
patch4-Math-79-Cardumen.patch,0,0,No-tests
patch5-Math-79-Cardumen.patch,0,0,No-tests
patch1-Math-80-Cardumen.patch,7,0,30
patch2-Math-80-Cardumen.patch,3,0,0
patch3-Math-80-Cardumen.patch,7,0,18
patch4-Math-80-Cardumen.patch,3,0,0
patch5-Math-80-Cardumen.patch,3,0,0
patch1-Math-81-Cardumen.patch,6,0,9
patch2-Math-81-Cardumen.patch,12,0,11
patch3-Math-81-Cardumen.patch,8,0,12
patch4-Math-81-Cardumen.patch,8,0,12
patch5-Math-81-Cardumen.patch,7,0,9
patch1-Math-82-Cardumen.patch,0,0,0
patch2-Math-82-Cardumen.patch,0,0,0
patch3-Math-82-Cardumen.patch,0,0,0
patch4-Math-82-Cardumen.patch,0,0,0
patch5-Math-82-Cardumen.patch,0,0,0
patch1-Math-84-Cardumen.patch,0,0,0
patch2-Math-84-Cardumen.patch,0,0,0
patch3-Math-84-Cardumen.patch,0,0,0
patch4-Math-84-Cardumen.patch,0,0,0
patch5-Math-84-Cardumen.patch,0,0,0
patch1-Math-85-Cardumen.patch,18,0,0
patch2-Math-85-Cardumen.patch,18,0,0
patch3-Math-85-Cardumen.patch,18,0,0
patch4-Math-85-Cardumen.patch,18,0,0
patch5-Math-85-Cardumen.patch,18,0,0
